GeneFamily,Sample,Value,Condition
UniRef90_R9IFT9|unclassified,NoMonarch_Experiment_258,31.584636655700002,No-Monarch
UniRef90_R9IFT9|unclassified,NoMonarch_Experiment_259,17.054992188099998,No-Monarch
UniRef90_R9IFT9|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_R9IFT9|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R9IIU1|unclassified,GeneFamily,UniRef90_R9IIU1|unclassified,Monarch
UniRef90_R9IIU1|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_R9IIU1|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_R9IIU1|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R9IIU1|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R9IIU1|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R9IIU1|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_R9IIU1|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_R9IIU1|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_R9IIU1|unclassified,NoMonarch_Experiment_256,18.3819760257,No-Monarch
UniRef90_R9IIU1|unclassified,NoMonarch_Experiment_257,34.122762172899996,No-Monarch
UniRef90_R9IIU1|unclassified,NoMonarch_Experiment_258,12.762148933599999,No-Monarch
UniRef90_R9IIU1|unclassified,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_R9IIU1|unclassified,NoMonarch_Wild_260,27.7705032703,No-Monarch
UniRef90_R9IIU1|unclassified,NoMonarch_Wild_261,12.820524382999999,No-Monarch
UniRef90_R9IIU1|unclassified,GeneFamily,UniRef90_R9IIU1|unclassified,Monarch
UniRef90_R9IIU1|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_R9IIU1|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_R9IIU1|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R9IIU1|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R9IIU1|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R9IIU1|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_R9IIU1|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_R9IIU1|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_R9IIU1|unclassified,NoMonarch_Experiment_256,18.3819760257,No-Monarch
UniRef90_R9IIU1|unclassified,NoMonarch_Experiment_257,34.122762172899996,No-Monarch
UniRef90_R9IIU1|unclassified,NoMonarch_Experiment_258,12.762148933599999,No-Monarch
UniRef90_R9IIU1|unclassified,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_R9IIU1|unclassified,NoMonarch_Wild_260,27.7705032703,No-Monarch
UniRef90_R9IIU1|unclassified,NoMonarch_Wild_261,12.820524382999999,No-Monarch
UniRef90_R9IJK5|unclassified,GeneFamily,UniRef90_R9IJK5|unclassified,Monarch
UniRef90_R9IJK5|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_R9IJK5|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_R9IJK5|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R9IJK5|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R9IJK5|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R9IJK5|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_R9IJK5|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_R9IJK5|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_R9IJK5|unclassified,NoMonarch_Experiment_256,7.0322422178999995,No-Monarch
UniRef90_R9IJK5|unclassified,NoMonarch_Experiment_257,23.8352176224,No-Monarch
UniRef90_R9IJK5|unclassified,NoMonarch_Experiment_258,25.252101445999998,No-Monarch
UniRef90_R9IJK5|unclassified,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_R9IJK5|unclassified,NoMonarch_Wild_260,9.739776434,No-Monarch
UniRef90_R9IJK5|unclassified,NoMonarch_Wild_261,16.7066912679,No-Monarch
UniRef90_R9IJK5|unclassified,GeneFamily,UniRef90_R9IJK5|unclassified,Monarch
UniRef90_R9IJK5|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_R9IJK5|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_R9IJK5|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R9IJK5|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R9IJK5|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R9IJK5|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_R9IJK5|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_R9IJK5|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_R9IJK5|unclassified,NoMonarch_Experiment_256,7.0322422178999995,No-Monarch
UniRef90_R9IJK5|unclassified,NoMonarch_Experiment_257,23.8352176224,No-Monarch
UniRef90_R9IJK5|unclassified,NoMonarch_Experiment_258,25.252101445999998,No-Monarch
UniRef90_R9IJK5|unclassified,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_R9IJK5|unclassified,NoMonarch_Wild_260,9.739776434,No-Monarch
UniRef90_R9IJK5|unclassified,NoMonarch_Wild_261,16.7066912679,No-Monarch
UniRef90_R9IKA3|unclassified,GeneFamily,UniRef90_R9IKA3|unclassified,Monarch
UniRef90_R9IKA3|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_R9IKA3|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_R9IKA3|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R9IKA3|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R9IKA3|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R9IKA3|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_R9IKA3|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_R9IKA3|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_R9IKA3|unclassified,NoMonarch_Experiment_256,11.8072118324,No-Monarch
UniRef90_R9IKA3|unclassified,NoMonarch_Experiment_257,82.0916736673,No-Monarch
UniRef90_R9IKA3|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R9IKA3|unclassified,NoMonarch_Experiment_259,103.161827246,No-Monarch
UniRef90_R9IKA3|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_R9IKA3|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R9IKA3|unclassified,GeneFamily,UniRef90_R9IKA3|unclassified,Monarch
UniRef90_R9IKA3|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_R9IKA3|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_R9IKA3|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R9IKA3|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R9IKA3|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R9IKA3|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_R9IKA3|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_R9IKA3|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_R9IKA3|unclassified,NoMonarch_Experiment_256,11.8072118324,No-Monarch
UniRef90_R9IKA3|unclassified,NoMonarch_Experiment_257,82.0916736673,No-Monarch
UniRef90_R9IKA3|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R9IKA3|unclassified,NoMonarch_Experiment_259,103.161827246,No-Monarch
UniRef90_R9IKA3|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_R9IKA3|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R9IKY1|unclassified,GeneFamily,UniRef90_R9IKY1|unclassified,Monarch
UniRef90_R9IKY1|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_R9IKY1|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_R9IKY1|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R9IKY1|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R9IKY1|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R9IKY1|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_R9IKY1|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_R9IKY1|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_R9IKY1|unclassified,NoMonarch_Experiment_256,30.0187849083,No-Monarch
UniRef90_R9IKY1|unclassified,NoMonarch_Experiment_257,29.932070540399998,No-Monarch
UniRef90_R9IKY1|unclassified,NoMonarch_Experiment_258,7.7301677807,No-Monarch
UniRef90_R9IKY1|unclassified,NoMonarch_Experiment_259,22.563427441199998,No-Monarch
UniRef90_R9IKY1|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_R9IKY1|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R9IKY1|unclassified,GeneFamily,UniRef90_R9IKY1|unclassified,Monarch
UniRef90_R9IKY1|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_R9IKY1|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_R9IKY1|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R9IKY1|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R9IKY1|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R9IKY1|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_R9IKY1|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_R9IKY1|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_R9IKY1|unclassified,NoMonarch_Experiment_256,30.0187849083,No-Monarch
UniRef90_R9IKY1|unclassified,NoMonarch_Experiment_257,29.932070540399998,No-Monarch
UniRef90_R9IKY1|unclassified,NoMonarch_Experiment_258,7.7301677807,No-Monarch
UniRef90_R9IKY1|unclassified,NoMonarch_Experiment_259,22.563427441199998,No-Monarch
UniRef90_R9IKY1|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_R9IKY1|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R9IL76|unclassified,GeneFamily,UniRef90_R9IL76|unclassified,Monarch
UniRef90_R9IL76|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_R9IL76|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_R9IL76|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R9IL76|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R9IL76|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R9IL76|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_R9IL76|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_R9IL76|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_R9IL76|unclassified,NoMonarch_Experiment_256,123.28886585149999,No-Monarch
UniRef90_R9IL76|unclassified,NoMonarch_Experiment_257,66.41836282130001,No-Monarch
UniRef90_R9IL76|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R9IL76|unclassified,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_R9IL76|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_R9IL76|unclassified,NoMonarch_Wild_261,35.2484990261,No-Monarch
UniRef90_R9IL76|unclassified,GeneFamily,UniRef90_R9IL76|unclassified,Monarch
UniRef90_R9IL76|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_R9IL76|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_R9IL76|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R9IL76|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R9IL76|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R9IL76|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_R9IL76|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_R9IL76|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_R9IL76|unclassified,NoMonarch_Experiment_256,123.28886585149999,No-Monarch
UniRef90_R9IL76|unclassified,NoMonarch_Experiment_257,66.41836282130001,No-Monarch
UniRef90_R9IL76|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R9IL76|unclassified,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_R9IL76|unclassified,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_R9IL76|unclassified,NoMonarch_Wild_261,35.2484990261,No-Monarch
UniRef90_R9ILC6|unclassified,GeneFamily,UniRef90_R9ILC6|unclassified,Monarch
UniRef90_R9ILC6|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_R9ILC6|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_R9ILC6|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R9ILC6|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R9ILC6|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R9ILC6|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_R9ILC6|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_R9ILC6|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_R9ILC6|unclassified,NoMonarch_Experiment_256,55.6279635147,No-Monarch
UniRef90_R9ILC6|unclassified,NoMonarch_Experiment_257,32.0143740281,No-Monarch
UniRef90_R9ILC6|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R9ILC6|unclassified,NoMonarch_Experiment_259,8.0071301248,No-Monarch
UniRef90_R9ILC6|unclassified,NoMonarch_Wild_260,16.0071301248,No-Monarch
UniRef90_R9ILC6|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R9ILC6|unclassified,GeneFamily,UniRef90_R9ILC6|unclassified,Monarch
UniRef90_R9ILC6|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_R9ILC6|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_R9ILC6|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R9ILC6|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R9ILC6|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R9ILC6|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_R9ILC6|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_R9ILC6|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_R9ILC6|unclassified,NoMonarch_Experiment_256,55.6279635147,No-Monarch
UniRef90_R9ILC6|unclassified,NoMonarch_Experiment_257,32.0143740281,No-Monarch
UniRef90_R9ILC6|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R9ILC6|unclassified,NoMonarch_Experiment_259,8.0071301248,No-Monarch
UniRef90_R9ILC6|unclassified,NoMonarch_Wild_260,16.0071301248,No-Monarch
UniRef90_R9ILC6|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R9IMN8|unclassified,GeneFamily,UniRef90_R9IMN8|unclassified,Monarch
UniRef90_R9IMN8|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_R9IMN8|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_R9IMN8|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R9IMN8|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R9IMN8|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R9IMN8|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_R9IMN8|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_R9IMN8|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_R9IMN8|unclassified,NoMonarch_Experiment_256,16.2142866212,No-Monarch
UniRef90_R9IMN8|unclassified,NoMonarch_Experiment_257,28.0516985449,No-Monarch
UniRef90_R9IMN8|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R9IMN8|unclassified,NoMonarch_Experiment_259,24.510253985,No-Monarch
UniRef90_R9IMN8|unclassified,NoMonarch_Wild_260,18.814709646199997,No-Monarch
UniRef90_R9IMN8|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R9IMN8|unclassified,GeneFamily,UniRef90_R9IMN8|unclassified,Monarch
UniRef90_R9IMN8|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_R9IMN8|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_R9IMN8|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R9IMN8|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R9IMN8|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R9IMN8|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_R9IMN8|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_R9IMN8|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_R9IMN8|unclassified,NoMonarch_Experiment_256,16.2142866212,No-Monarch
UniRef90_R9IMN8|unclassified,NoMonarch_Experiment_257,28.0516985449,No-Monarch
UniRef90_R9IMN8|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R9IMN8|unclassified,NoMonarch_Experiment_259,24.510253985,No-Monarch
UniRef90_R9IMN8|unclassified,NoMonarch_Wild_260,18.814709646199997,No-Monarch
UniRef90_R9IMN8|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R9IPA7|unclassified,GeneFamily,UniRef90_R9IPA7|unclassified,Monarch
UniRef90_R9IPA7|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_R9IPA7|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_R9IPA7|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R9IPA7|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R9IPA7|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R9IPA7|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_R9IPA7|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_R9IPA7|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_R9IPA7|unclassified,NoMonarch_Experiment_256,17.1096030395,No-Monarch
UniRef90_R9IPA7|unclassified,NoMonarch_Experiment_257,18.1891107947,No-Monarch
UniRef90_R9IPA7|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R9IPA7|unclassified,NoMonarch_Experiment_259,14.765404818599999,No-Monarch
UniRef90_R9IPA7|unclassified,NoMonarch_Wild_260,16.2211404147,No-Monarch
UniRef90_R9IPA7|unclassified,NoMonarch_Wild_261,7.3422753944000005,No-Monarch
UniRef90_R9IPA7|unclassified,GeneFamily,UniRef90_R9IPA7|unclassified,Monarch
UniRef90_R9IPA7|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_R9IPA7|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_R9IPA7|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R9IPA7|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R9IPA7|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R9IPA7|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_R9IPA7|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_R9IPA7|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_R9IPA7|unclassified,NoMonarch_Experiment_256,17.1096030395,No-Monarch
UniRef90_R9IPA7|unclassified,NoMonarch_Experiment_257,18.1891107947,No-Monarch
UniRef90_R9IPA7|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R9IPA7|unclassified,NoMonarch_Experiment_259,14.765404818599999,No-Monarch
UniRef90_R9IPA7|unclassified,NoMonarch_Wild_260,16.2211404147,No-Monarch
UniRef90_R9IPA7|unclassified,NoMonarch_Wild_261,7.3422753944000005,No-Monarch
UniRef90_R9IRW6|unclassified,GeneFamily,UniRef90_R9IRW6|unclassified,Monarch
UniRef90_R9IRW6|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_R9IRW6|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_R9IRW6|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R9IRW6|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R9IRW6|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R9IRW6|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_R9IRW6|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_R9IRW6|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_R9IRW6|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_R9IRW6|unclassified,NoMonarch_Experiment_257,27.802957652699998,No-Monarch
UniRef90_R9IRW6|unclassified,NoMonarch_Experiment_258,9.6047167865,No-Monarch
UniRef90_R9IRW6|unclassified,NoMonarch_Experiment_259,23.0634932365,No-Monarch
UniRef90_R9IRW6|unclassified,NoMonarch_Wild_260,32.843161064200004,No-Monarch
UniRef90_R9IRW6|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R9IRW6|unclassified,GeneFamily,UniRef90_R9IRW6|unclassified,Monarch
UniRef90_R9IRW6|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_R9IRW6|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_R9IRW6|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R9IRW6|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R9IRW6|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R9IRW6|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_R9IRW6|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_R9IRW6|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_R9IRW6|unclassified,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_R9IRW6|unclassified,NoMonarch_Experiment_257,27.802957652699998,No-Monarch
UniRef90_R9IRW6|unclassified,NoMonarch_Experiment_258,9.6047167865,No-Monarch
UniRef90_R9IRW6|unclassified,NoMonarch_Experiment_259,23.0634932365,No-Monarch
UniRef90_R9IRW6|unclassified,NoMonarch_Wild_260,32.843161064200004,No-Monarch
UniRef90_R9IRW6|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R9ISH4|unclassified,GeneFamily,UniRef90_R9ISH4|unclassified,Monarch
UniRef90_R9ISH4|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_R9ISH4|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_R9ISH4|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R9ISH4|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R9ISH4|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R9ISH4|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_R9ISH4|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_R9ISH4|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_R9ISH4|unclassified,NoMonarch_Experiment_256,48.571447239899996,No-Monarch
UniRef90_R9ISH4|unclassified,NoMonarch_Experiment_257,26.9918026127,No-Monarch
UniRef90_R9ISH4|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R9ISH4|unclassified,NoMonarch_Experiment_259,37.027296152,No-Monarch
UniRef90_R9ISH4|unclassified,NoMonarch_Wild_260,14.0035703906,No-Monarch
UniRef90_R9ISH4|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R9ISH4|unclassified,GeneFamily,UniRef90_R9ISH4|unclassified,Monarch
UniRef90_R9ISH4|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_R9ISH4|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_R9ISH4|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R9ISH4|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R9ISH4|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R9ISH4|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_R9ISH4|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_R9ISH4|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_R9ISH4|unclassified,NoMonarch_Experiment_256,48.571447239899996,No-Monarch
UniRef90_R9ISH4|unclassified,NoMonarch_Experiment_257,26.9918026127,No-Monarch
UniRef90_R9ISH4|unclassified,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_R9ISH4|unclassified,NoMonarch_Experiment_259,37.027296152,No-Monarch
UniRef90_R9ISH4|unclassified,NoMonarch_Wild_260,14.0035703906,No-Monarch
UniRef90_R9ISH4|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R9ITU2|unclassified,GeneFamily,UniRef90_R9ITU2|unclassified,Monarch
UniRef90_R9ITU2|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_R9ITU2|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_R9ITU2|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R9ITU2|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R9ITU2|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R9ITU2|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_R9ITU2|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_R9ITU2|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_R9ITU2|unclassified,NoMonarch_Experiment_256,10.5017562316,No-Monarch
UniRef90_R9ITU2|unclassified,NoMonarch_Experiment_257,25.174849389699997,No-Monarch
UniRef90_R9ITU2|unclassified,NoMonarch_Experiment_258,9.1046270435,No-Monarch
UniRef90_R9ITU2|unclassified,NoMonarch_Experiment_259,19.5905765145,No-Monarch
UniRef90_R9ITU2|unclassified,NoMonarch_Wild_260,18.8992643325,No-Monarch
UniRef90_R9ITU2|unclassified,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_R9ITU2|unclassified,GeneFamily,UniRef90_R9ITU2|unclassified,Monarch
UniRef90_R9ITU2|unclassified,Monarch_Wild_248,0.0,Monarch
UniRef90_R9ITU2|unclassified,Monarch_Wild_249,0.0,Monarch
UniRef90_R9ITU2|unclassified,Monarch_Wild_250,0.0,Monarch
UniRef90_R9ITU2|unclassified,Monarch_Wild_251,0.0,Monarch
UniRef90_R9ITU2|unclassified,Monarch_Wild_252,0.0,Monarch
UniRef90_R9ITU2|unclassified,Monarch_Wild_253,0.0,Monarch
UniRef90_R9ITU2|unclassified,Monarch_Experiment_254,0.0,Monarch
UniRef90_R9ITU2|unclassified,Monarch_Experiment_255,0.0,Monarch
UniRef90_R9ITU2|unclassified,NoMonarch_Experiment_256,10.5017562316,No-Monarch
UniRef90_R9ITU2|unclassified,NoMonarch_Experiment_257,25.174849389699997,No-Monarch
UniRef90_R9ITU2|unclassified,NoMonarch_Experiment_258,9.1046270435,No-Monarch
UniRef90_R9ITU2|unclassified,NoMonarch_Experiment_259,19.5905765145,No-Monarch
