GeneFamily,Sample,Value,Condition
UniRef90_A0A0B1YUD6|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A0B1YUD6|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A0B1YUD6|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Wild_261,40.9218239999,No-Monarch
UniRef90_A0A0B6FAS1|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A0B6FAS1|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A0B6FAS1|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A0B6FAS1|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A0B6FAS1|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A0B6FAS1|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A0B6FAS1|g__Yersinia.s__Yersinia_entomophaga,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A0B6FAS1|g__Yersinia.s__Yersinia_entomophaga,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A0B6FAS1|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A0B6FAS1|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_257,129.3657681745,No-Monarch
UniRef90_A0A0B6FAS1|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_258,140.90575333700002,No-Monarch
UniRef90_A0A0B6FAS1|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A0B6FAS1|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A0B6FAS1|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A0B6FFQ6|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A0B6FFQ6|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A0B6FFQ6|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A0B6FFQ6|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A0B6FFQ6|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A0B6FFQ6|g__Serratia.s__Serratia_liquefaciens,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A0B6FFQ6|g__Serratia.s__Serratia_liquefaciens,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A0B6FFQ6|g__Serratia.s__Serratia_liquefaciens,Monarch_Experiment_255,23.8989409313,Monarch
UniRef90_A0A0B6FFQ6|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A0B6FFQ6|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A0B6FFQ6|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A0B6FFQ6|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A0B6FFQ6|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A0B6FFQ6|g__Serratia.s__Serratia_liquefaciens,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A0B6FMQ7|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A0B6FMQ7|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A0B6FMQ7|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A0B6FMQ7|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A0B6FMQ7|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A0B6FMQ7|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A0B6FMQ7|g__Yersinia.s__Yersinia_entomophaga,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A0B6FMQ7|g__Yersinia.s__Yersinia_entomophaga,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A0B6FMQ7|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A0B6FMQ7|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_257,90.5835379666,No-Monarch
UniRef90_A0A0B6FMQ7|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_258,112.13493139170001,No-Monarch
UniRef90_A0A0B6FMQ7|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A0B6FMQ7|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A0B6FMQ7|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A0B6FNL0|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A0B6FNL0|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A0B6FNL0|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A0B6FNL0|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A0B6FNL0|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A0B6FNL0|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A0B6FNL0|g__Yersinia.s__Yersinia_entomophaga,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A0B6FNL0|g__Yersinia.s__Yersinia_entomophaga,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A0B6FNL0|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A0B6FNL0|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_257,69.8619034795,No-Monarch
UniRef90_A0A0B6FNL0|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_258,124.0942371872,No-Monarch
UniRef90_A0A0B6FNL0|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A0B6FNL0|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A0B6FNL0|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A0B6FNZ1|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A0B6FNZ1|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A0B6FNZ1|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A0B6FNZ1|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A0B6FNZ1|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A0B6FNZ1|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A0B6FNZ1|g__Yersinia.s__Yersinia_entomophaga,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A0B6FNZ1|g__Yersinia.s__Yersinia_entomophaga,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A0B6FNZ1|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A0B6FNZ1|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_257,107.4602872528,No-Monarch
UniRef90_A0A0B6FNZ1|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_258,143.06390072969998,No-Monarch
UniRef90_A0A0B6FNZ1|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A0B6FNZ1|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A0B6FNZ1|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A0B6FQ81|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A0B6FQ81|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A0B6FQ81|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A0B6FQ81|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A0B6FQ81|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A0B6FQ81|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A0B6FQ81|g__Yersinia.s__Yersinia_entomophaga,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A0B6FQ81|g__Yersinia.s__Yersinia_entomophaga,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A0B6FQ81|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A0B6FQ81|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_257,130.07148466299998,No-Monarch
UniRef90_A0A0B6FQ81|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_258,101.4047110696,No-Monarch
UniRef90_A0A0B6FQ81|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A0B6FQ81|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A0B6FQ81|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A0B6FVT5|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A0B6FVT5|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A0B6FVT5|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A0B6FVT5|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A0B6FVT5|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A0B6FVT5|g__Yersinia.s__Yersinia_entomophaga,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A0B6FVT5|g__Yersinia.s__Yersinia_entomophaga,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A0B6FVT5|g__Yersinia.s__Yersinia_entomophaga,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A0B6FVT5|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A0B6FVT5|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_257,129.9782685246,No-Monarch
UniRef90_A0A0B6FVT5|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_258,109.6602521409,No-Monarch
UniRef90_A0A0B6FVT5|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A0B6FVT5|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A0B6FVT5|g__Yersinia.s__Yersinia_entomophaga,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A0B7D311|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A0B7D311|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A0B7D311|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A0B7D311|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A0B7D311|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A0B7D311|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A0B7D311|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A0B7D311|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A0B7D311|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A0B7D311|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A0B7D311|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A0B7D311|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A0B7D311|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A0B7D311|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Wild_261,83.7880053258,No-Monarch
UniRef90_A0A0B7D3K4|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A0B7D3K4|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A0B7D3K4|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A0B7D3K4|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A0B7D3K4|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A0B7D3K4|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A0B7D3K4|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A0B7D3K4|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A0B7D3K4|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A0B7D3K4|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A0B7D3K4|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A0B7D3K4|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A0B7D3K4|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A0B7D3K4|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Wild_261,59.6228604614,No-Monarch
UniRef90_A0A0B7D5D5|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A0B7D5D5|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A0B7D5D5|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A0B7D5D5|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A0B7D5D5|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A0B7D5D5|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A0B7D5D5|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Experiment_254,7.119668476499999,Monarch
UniRef90_A0A0B7D5D5|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A0B7D5D5|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A0B7D5D5|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A0B7D5D5|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A0B7D5D5|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A0B7D5D5|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A0B7D5D5|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A0B7DEE7|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A0B7DEE7|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A0B7DEE7|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A0B7DEE7|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A0B7DEE7|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A0B7DEE7|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A0B7DEE7|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A0B7DEE7|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A0B7DEE7|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A0B7DEE7|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A0B7DEE7|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A0B7DEE7|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A0B7DEE7|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A0B7DEE7|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Wild_261,20.5107032417,No-Monarch
UniRef90_A0A0B7DFB3|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A0B7DFB3|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A0B7DFB3|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A0B7DFB3|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A0B7DFB3|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A0B7DFB3|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A0B7DFB3|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A0B7DFB3|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A0B7DFB3|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A0B7DFB3|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A0B7DFB3|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A0B7DFB3|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A0B7DFB3|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A0B7DFB3|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Wild_261,88.7133005042,No-Monarch
UniRef90_A0A0B7DG44|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A0B7DG44|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A0B7DG44|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A0B7DG44|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A0B7DG44|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A0B7DG44|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A0B7DG44|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Experiment_254,0.0,Monarch
UniRef90_A0A0B7DG44|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A0B7DG44|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A0B7DG44|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A0B7DG44|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A0B7DG44|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A0B7DG44|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Wild_260,17.7268483227,No-Monarch
UniRef90_A0A0B7DG44|g__Pseudomonas.s__Pseudomonas_lundensis,NoMonarch_Wild_261,89.1000084248,No-Monarch
UniRef90_A0A0C1WD98|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A0C1WD98|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A0C1WD98|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A0C1WD98|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A0C1WD98|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A0C1WD98|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A0C1WD98|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Experiment_254,9.4215213341,Monarch
UniRef90_A0A0C1WD98|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A0C1WD98|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A0C1WD98|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A0C1WD98|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A0C1WD98|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A0C1WD98|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A0C1WD98|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A0C1WDC6|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A0C1WDC6|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A0C1WDC6|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A0C1WDC6|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A0C1WDC6|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A0C1WDC6|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A0C1WDC6|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Experiment_254,10.8668927207,Monarch
UniRef90_A0A0C1WDC6|g__Pseudomonas.s__Pseudomonas_fluorescens_group,Monarch_Experiment_255,0.0,Monarch
UniRef90_A0A0C1WDC6|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_256,0.0,No-Monarch
UniRef90_A0A0C1WDC6|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_257,0.0,No-Monarch
UniRef90_A0A0C1WDC6|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_258,0.0,No-Monarch
UniRef90_A0A0C1WDC6|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Experiment_259,0.0,No-Monarch
UniRef90_A0A0C1WDC6|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Wild_260,0.0,No-Monarch
UniRef90_A0A0C1WDC6|g__Pseudomonas.s__Pseudomonas_fluorescens_group,NoMonarch_Wild_261,0.0,No-Monarch
UniRef90_A0A0C1X3L1|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_248,0.0,Monarch
UniRef90_A0A0C1X3L1|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_249,0.0,Monarch
UniRef90_A0A0C1X3L1|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_250,0.0,Monarch
UniRef90_A0A0C1X3L1|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_251,0.0,Monarch
UniRef90_A0A0C1X3L1|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_252,0.0,Monarch
UniRef90_A0A0C1X3L1|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Wild_253,0.0,Monarch
UniRef90_A0A0C1X3L1|g__Pseudomonas.s__Pseudomonas_lundensis,Monarch_Experiment_254,0.0,Monarch
